firstName,middleName,lastName,socialSecurityNumber,dateOfBirth,postalAddress,phoneNumber,hireDate
Sharyl,Ahmed,Eifert,762228440,September 3 1960,604 Fowlkes Street SEALY Texas 61036,572021260,December 19 2005
Bernita,Kaylee,Laskoski,651757710,March 26 1963,771 Wallflower Lane BELLVILLE Texas 39500,284619965,September 9 1998
Pia,Audria,Trumpower,176749844,February 27 1997,758 West Main Street BELLVILLE Texas 11873,510552305,November 13 2011
Altha,Melanie,Markle,909961749,February 27 1963,2680 Sealy  Road SEALY Texas 47458,285905879,December 16 2012
Daisey,Latina,Spanswick,646920079,October 24 1982,24019 Old Concrete Crossing L NEW ULM Texas 74158,312667111,August 9 2001
Leonida,Marilou,Fernades,795497763,August 7 1989,24353 Squirrel Road NEW ULM Texas 98623,127111540,February 7 1998
Chong,Tyisha,Olivero,851945838,April 30 1961,0 Mill Creek Rd(Off Of) CAT SPRING Texas 12748,461723831,May 6 1995
Desire,Kendrick,Delozier,492288559,May 10 1991,0 Shelby Road  Texas 79362,382416030,June 15 2012
Holly,Winnie,Corpening,767428565,September 17 1956,64 East Wolf Street BELLVILLE Texas 90388,206234141,July 30 1986
Jan,Inez,Brandstetter,756634116,July 27 1968,844 Tangle Oaks Drive BELLVILLE Texas 49436,519972401,July 21 2011
Alita,Maurice,Kirbie,242187167,March 9 1992,504 Jasmine Court SEALY Texas 46472,955745108,August 19 1987
Barney,Rochelle,Malette,445233693,July 28 1950,2036 Settlers Court Drive SEALY Texas 58886,565249218,August 25 2014
Laurence,Jin,Hohenberger,294448223,August 16 1967,4069 Gajewski Road SEALY Texas 45063,406375234,September 15 1999
Ha,Daniele,Higney,257028117,February 28 1997,809 East Obryant Street BELLVILLE Texas 36312,715451093,July 7 2013
Breanne,Wilber,Wurz,654246596,August 26 1969,7132 Beckendorff Road SEALY Texas 33692,568014060,January 12 1997
Jacinta,Jae,Reda,142279202,May 27 1974,0 Jurica Road  Texas 88528,553898915,May 26 2004
Julianne,Lorenza,Mavins,439631498,July 15 1959,   Texas 35918,775089300,February 3 1989
Candyce,Celia,Macumber,716526548,December 22 1995,4585 Rexville Road SEALY Texas 94584,402598036,August 8 2006
Vina,Carli,Alcott,795585162,August 24 1986,7418 Hoppe Sister Road NEW ULM Texas 41712,846276935,February 27 2006
Angelic,Darryl,Brannick,543417413,September 22 1963,0 Buenger Road INDUSTRY Texas 98201,183140509,February 1 2000
Ginny,Floyd,Hightshoe,222312004,November 6 1953,903 Taylor Street NEW ULM Texas 66924,684427539,November 29 2013
Larisa,Danna,Goldfuss,765865573,May 5 1967,10010 Fm 1458 SEALY Texas 19093,301770486,October 30 1987
Cierra,Mirta,Holdman,598063827,April 25 1975,2731 Orange Hill Road SEALY Texas 65177,606090575,October 6 1993
Floretta,Nelson,Daehler,327471327,October 2 1979,6935 Harry Street WALLIS Texas 81401,728515496,November 14 2015
Katlyn,Lizabeth,Batrum,358681898,July 11 1974,0 Columbus Road (Off Of) WALLIS Texas 56343,976059789,November 10 1993
Isobel,Dolly,Mcinnish,529473823,January 16 1975,8420 Schroeder Drive INDUSTRY Texas 93622,145820472,May 12 1994
Conception,Danae,Crego,527755332,June 23 1973,8063 Highway 36 SEALY Texas 56074,622997940,October 6 1995
Justin,Daisey,Danials,767493803,May 27 1954,5829 Highway 159 West  Texas 89525,515616249,June 28 2006
Ozella,Herlinda,Vitera,917341098,June 21 1961,0 Fm 1952 (Past Catholic WALLIS Texas 71843,290025833,February 9 2016
Ronald,Colette,Rzeczycki,827683239,February 24 1974,0 Highway 90 East @ I-10 East SEALY Texas 10472,270155106,February 24 1990
Kristel,Jill,Bush,807635248,June 21 1969,6433 Waak Road BELLVILLE Texas 35531,252712695,June 16 2000
Tena,Adell,Puertas,345287257,March 4 1978,201 East Lantana Circle SEALY Texas 61445,109628240,July 14 2008
Bethann,Kandy,Arva,506327987,January 28 1954,   Texas 89074,425656835,May 7 1988
Michaele,Tabatha,Scheib,527641338,November 11 1966,7282 North Fm 2502 BRENHAM Texas 92557,575362318,November 23 1991
Reanna,Ora,Wilding,524560444,February 22 1968,252 Trenckmann Road SEALY Texas 93256,298206466,April 11 2008
Emmie,Myrta,Overpeck,566808536,August 18 1958,618 West Fisher Street BELLVILLE Texas 24661,221528173,January 16 1990
Larhonda,Billy,Peffer,749806783,December 8 1964,2257 Industry Road  Texas 15805,446187422,January 3 1992
Elvin,Myron,Schnick,848879263,March 24 1958,0 Fm 2754 BRENHAM Texas 28212,189474388,August 9 1993
Gracie,Troy,Claassen,558446855,July 23 1978,   Texas 51017,477064782,July 9 2002
Jenniffer,Fidela,Binkiewicz,952821055,September 20 1971,0 Sealy  Road SEALY Texas 63276,879152613,May 23 1989
Fatimah,Rochell,Cockett,477529120,May 17 1958,304 Jefferson Street CAT SPRING Texas 51614,983988861,February 16 2008
Paulina,Rich,Kerwin,603024325,July 4 1971,0 Mixville Road (Off Of) SEALY Texas 31431,342195212,December 12 1991
Dennis,Fae,Crossno,659937445,June 22 1980,9556 Hoff Road BELLVILLE Texas 64324,423825175,April 28 1990
Margy,Chrissy,Konow,238629006,July 30 1967,9647 Krueger Road BLEIBLERVILLE Texas 36648,695043269,January 18 2009
Odell,Chin,Miedema,487002958,October 30 1975,0 Front Street  Texas 13236,245639054,October 2 1985
Vanda,Merna,Ponds,217556624,June 11 1969,1315 Mesquite Road WALLIS Texas 27434,870546284,May 25 2015
Lai,Lina,Qua,213105392,February 26 1977,7562 Fm 2187 SEALY Texas 71370,190234416,February 9 1988
Elnora,Latia,Kealey,223076274,September 9 1951,0 Highway 159 West BELLVILLE Texas 90846,618541621,November 11 1996
Garnet,Eddie,Tienken,546993921,January 3 1957,25408 Squirrel Road   Texas 77929,855205312,June 23 2016
Leonila,Sabine,Fuentas,760794084,September 13 1964,8310 Jared Lane BELLVILLE Texas 45363,604390207,November 1 1987
Vera,Trena,Mcglown,351865734,September 24 1954,1130 Koy Road BELLVILLE Texas 10456,981458287,September 15 2014
Darleen,Miguel,Stefanelli,460215093,June 10 1979,15600 Sycamore Road CAT SPRING Texas 33037,487046475,July 16 2014
Marie,Desmond,Fleshman,391550086,January 6 1966,410 Brazos Hill Lane SEALY Texas 81675,810150662,August 19 1998
Roseanne,Luigi,Fernanders,449450482,May 21 1981,0 Fm 389  Texas 46466,631169540,August 15 1988
Sheridan,Angie,Zumbrennen,852773699,September 8 1991,418 South Dixon Road WALLIS Texas 76382,588251164,March 6 2006
Carlena,Dolores,Torrez,387147266,October 1 1989,6021 Gresham Street #4 WALLIS Texas 66579,190665194,December 27 2015
Leon,Tawanna,Evensen,606183432,July 26 1980,   Texas 35718,557185114,October 16 1993
Candance,Frankie,Lammy,381146298,October 15 1993,551 Orchid Lane BELLVILLE Texas 87389,411952710,December 7 1997
Darrel,Bill,Rudes,302765551,December 13 1986,6957 Fm 2502 @ Fm 109  Texas 62815,243939378,May 10 2009
Deann,Dona,Dyle,528513414,September 28 1962,0 Andrews Street SEALY Texas 21965,235680149,November 20 2011
Rachele,Joycelyn,Bobak,532156266,March 18 1953,186 Jay Lane BELLVILLE Texas 13728,125168112,July 11 1991
Natacha,Leonida,Decarvalho,192162316,May 14 1959,902 Meyer Street SEALY Texas 44160,515507477,September 22 2014
Garret,Kenda,Alls,138153110,February 10 1983,1798 Schumann Road BELLVILLE Texas 31315,450795606,May 28 2014
Teresia,Sal,Taylan,711953455,August 10 1984,0 Lesikar Lane NEW ULM Texas 35785,135318570,June 18 1996
Franchesca,Renna,Sienicki,511013912,June 26 1960,0 Pyka Road SEALY Texas 22958,478828610,April 12 1997
Genevieve,Saundra,Petrilli,995510952,May 4 1990,   Texas 23058,453626471,September 3 2015
Sherice,Pasty,Schuring,270810574,May 19 1958,0 Frazer Road SEALY Texas 88564,382978965,June 18 2004
Dallas,Albert,Janick,169583954,June 6 1984,0 West Ueckert Road  Texas 36621,271255239,February 24 2014
Mirella,Stephenie,Seguin,759570068,January 28 1957,1462 South Circle Street SEALY Texas 95933,680604473,January 18 1994
Lola,Ulrike,Leong,506060574,July 31 1994,0 Highway 36 North BELLVILLE Texas 49892,239308174,March 17 1993
Juan,Bennett,Carethers,258997420,September 7 1974,0 Fm 1093 WALLIS Texas 61407,982687921,July 25 1987
Amiee,Valeria,Bouch,288135918,March 1 1980,0 Rolling Creek Road BURTON Texas 83194,256094386,October 1 1989
Lonny,Selma,Cushenberry,205493276,March 14 1990,4874 Stokes Road BELLVILLE Texas 54630,568312910,June 19 1989
Virginia,Fabian,Coachys,507983255,June 7 1988,248 West Palm Street BELLVILLE Texas 19253,649650819,April 25 2009
Danna,Ardella,Dyen,743639196,June 18 1969,1956 Mixville Road SEALY Texas 74560,722521394,January 6 1990
Katrina,Samara,Frantzich,104868968,March 10 1968,1321 Shadowlake Drive   Texas 26186,285767709,September 13 1996
Jordan,Yon,Berti,625459390,March 14 1986,442 Engelking Street SEALY Texas 86698,973649038,April 20 2014
Eva,Dannielle,Dekoning,365206565,June 15 1985,11318 Mlcak Road SEALY Texas 99938,157445034,November 27 2008
Gwenn,Mai,Kisch,856142532,March 14 1993,10728 Dierking Road BRENHAM Texas 98254,310265305,September 23 1987
Kim,Risa,Kirkeby,627725813,September 23 1960,4056 Fm 389 East  Texas 70953,201352572,May 15 1991
Delana,Connie,Papandrea,911525913,June 22 1972,1516 Eagle Lake Road SEALY Texas 53026,320669487,October 13 1996
Piedad,Luigi,Dys,317834785,November 27 1970,1806 Sunset Lane NEW ULM Texas 82191,699455821,November 24 2012
Selena,Tonja,Tiotuico,410948927,February 28 1970,   Texas 72738,262420210,June 17 2000
Burma,Jennefer,Eskaf,386413247,May 30 1959,6011 Guyler Street WALLIS Texas 13835,782255468,February 24 2003
Fabiola,Drema,Higa,646950788,August 26 1984,0 High Meadows Road BELLVILLE Texas 97953,654453537,October 15 2014
Mark,Darcie,Grawburg,346665788,June 29 1985,753 1st Street  Texas 86453,475262419,May 22 2011
Joshua,Robyn,Cowin,425036642,June 17 1953,   Texas 83328,269757748,December 29 2013
Boyd,Jesusita,Burbridge,896193846,October 6 1961,0 Crockett @ Bowie Street BELLVILLE Texas 49905,867022471,November 2 2014
Tess,Olinda,Weneck,800119945,August 4 1986,8997 Plum Creek Road SEALY Texas 17536,158043906,November 16 1993
Maegan,Gillian,Lauer,223964402,November 20 1959,3942 Chew Road SEALY Texas 52055,318279423,March 3 2006
Danyelle,Maryellen,Kinder,457458119,June 14 1985,   Texas 83716,722041644,April 19 1993
Cyndi,Deanna,Chavarin,238145106,September 11 1950,8963 Fm 1094 SEALY Texas 34889,844229441,June 20 2000
Mina,Ena,Lichorat,244563297,November 13 1975,5723 Commerce Street WALLIS Texas 27668,720555053,September 9 2016
Vi,Simone,Fongeallaz,301563319,August 30 1972,738 East Texas Street BELLVILLE Texas 27767,850210522,January 8 2015
Timmy,Clyde,Mittleman,234754789,May 12 1978,0 Industry Road  Texas 36423,649771491,July 13 2003
Mckinley,Lilliam,Morley,428490173,October 6 1985,0 Lee Lane BELLVILLE Texas 58501,373971718,April 20 2001
Maryanne,Williams,Roscigno,384231595,September 2 1973,4539 Avenue A Street SAN FELIPE Texas 92311,120996608,November 12 1992
Greg,Maira,Kupetz,317148213,April 9 1965,   Texas 34240,621691111,September 26 2002
Jerica,Daisy,Barillas,822719654,August 25 1954,4898 Fm 2502 INDUSTRY Texas 97641,678405322,November 15 2013
Hiedi,Coletta,Anauo,665327577,March 22 1975,0 Aschenbeck Road  Texas 20690,490413742,December 11 2004
Talia,Syreeta,Radics,506271774,January 22 1967,2086 Angel Cove Lane SEALY Texas 62885,190894684,February 28 2014
Marcelina,Clint,Wolkowiecki,426243095,April 9 1963,4344 Coshatte Road BELLVILLE Texas 31186,155253883,February 14 1998
Andre,Refugio,Leutwiler,521482507,October 20 1993,3597 Highway 36 North BELLVILLE Texas 39284,374989421,October 25 1985
Deonna,Daria,Reinitz,903684198,June 21 1966,2119 Hillview Road   Texas 26177,197676145,January 14 1996
Issac,Golden,Arrez,698480800,May 6 1961,0 Rinn Road NEW ULM Texas 92694,114204419,August 20 2005
Essie,Chad,Athayde,490947986,May 7 1978,1405 Mockingbird Bend SEALY Texas 99661,242006482,January 2 2014
Lanny,Aleisha,Daggy,799270629,October 30 1957,0 Plum Creek Road @ Fm 1094 SEALY Texas 83797,398471807,April 6 2006
Perla,Mercedes,Husband,519289184,January 18 1977,11028 Barremore Road SEALY Texas 86311,805028813,March 11 1998
Sylvie,Elly,Audette,355433534,February 28 1987,10839 Zetter Road BRENHAM Texas 25407,815291644,May 3 2003
Elton,Stacia,Earls,976890353,September 25 1970,0 Bartlett Road SEALY Texas 52037,900538103,May 22 1988
Esmeralda,Andrea,Turkington,540452859,June 13 1972,1090 Mixville Road SEALY Texas 27204,143198060,October 26 1985
Laurence,Charlyn,Niznik,777813613,September 29 1993,16392 Fordtran Boulevard INDUSTRY Texas 70523,352924910,June 15 2010
Jose,Lilliana,Zahl,955972516,April 8 1992,0 Sealy-Frydek Road (Off Of  Texas 53840,774922146,October 28 2008
Sandie,Rodrigo,Fulmer,127137408,March 14 1990,2844 Bartlett Road   Texas 89074,685577024,January 8 2007
Tracee,Genna,Overholt,365602734,November 28 1986,1006 Jurica Road SEALY Texas 13008,290186250,September 17 1996
Debi,Brittanie,Verburg,329543586,February 5 1952,120 North Miller Street BELLVILLE Texas 82654,658852381,May 6 2008
Willie,Deena,Mingus,125312892,September 6 1952,1009 East 5th Street BELLVILLE Texas 34805,100232113,June 11 2014
Joann,Edythe,Scarcia,595976475,April 18 1989,0 Meier Road North BLEIBLERVILLE Texas 25150,534798786,March 30 1987
Tamie,Lester,Kierstead,785321160,May 30 1952,   Texas 23854,352750121,August 6 2007
Alex,Kenya,Fuglsang,899552074,September 12 1968,0 Schoenau Road   Texas 60098,561295658,December 25 2009
Kathey,Melynda,Deroest,797458197,August 20 1971,3472 River Lane SEALY Texas 57388,657563345,November 15 2009
Marion,Nicholle,Cink,736505433,July 30 1955,1818 Highway 159 East BELLVILLE Texas 18896,564939554,October 1 2004
Edmundo,Hector,Hassig,675437489,April 28 1992,   Texas 19348,421887331,August 27 2010
Jamee,Larisa,Alrais,540407516,April 14 1969,   Texas 86051,761292162,December 19 2015
Jerold,Rosalina,Pocekay,667938123,August 19 1987,0 Camilla Circle @ Lola Lane BELLVILLE Texas 35879,856832036,April 26 2005
Athena,Adolfo,Barbagelata,643885897,August 18 1956,   Texas 67490,672997514,May 25 1991
Ralph,Sunny,Bliler,508961872,July 31 1992,5705 Highway 159 West BELLVILLE Texas 37136,982572406,February 1 2015
Jodee,Dana,Ghrist,858304708,January 6 1997,403 Jones Street INDUSTRY Texas 37205,254133647,February 5 1994
Gala,Shanell,Jennrich,773071668,August 25 1986,4655 Fm 2502 BLEIBLERVILLE Texas 44622,952760103,April 16 1993
Jess,Delphine,Ladika,160896436,February 16 1979,0 North Fm 1371 BELLVILLE Texas 78458,864809566,July 14 2003
Lashawnda,Ruthie,Claycomb,549790866,July 2 1957,1571 South Tesch Road BELLVILLE Texas 20189,684691387,August 20 1996
Latarsha,Tam,Hurns,814226369,December 17 1986,4812 Pilcik Road   Texas 10936,808705123,January 10 2004
Imelda,Ashlyn,Wirebaugh,750024870,December 26 1978,113 Machemehl Drive BELLVILLE Texas 80222,901833442,December 2 2015
Angelia,Season,Filyaw,654084029,February 22 1951,2941 Cook Lane  Texas 23161,721668831,December 20 2013
Lauran,Yolonda,Mirsch,104671934,October 24 1951,0 Goeke Road (Off Of)  Texas 26307,411828218,September 6 1993
Temeka,Mahalia,Palisi,939341182,March 2 1963,5070 Wagner Road  Texas 57483,388769400,December 9 2002
Angelita,Davina,Sawatzki,321873894,August 23 1956,1056 Fm 1458 WALLIS Texas 76987,384260786,March 20 1987
Anita,Kenyatta,Morgana,467345998,March 21 1993,0 Fm 2754  Texas 41181,425903086,December 17 1996
Denese,Melva,Duchesneau,443311475,July 24 1981,   Texas 26107,497460391,February 11 1997
Pasty,Erwin,Swymer,988316943,November 19 1977,1322 Kloecker Road   Texas 63682,919197260,June 5 2000
Isabel,Shirly,Barkett,213700851,November 14 1958,   Texas 34049,567493549,February 11 2016
Scarlet,Ling,Northcott,855186054,April 16 1972,477 Manak Road  Texas 74476,198462792,April 2 2012
Winnifred,Luigi,Goodnough,131765040,June 16 1992,7809 Fm 2754 BRENHAM Texas 13171,291343608,August 19 1992
Lavonia,Louetta,Vanwagenen,485575270,September 7 1979,7463 Highway 159 East  Texas 95638,380709491,October 26 1987
Paris,Chasity,Santaana,839440868,December 30 1989,0 Hanzelka Road WALLIS Texas 87383,952025276,December 30 2010
Galina,Kira,Villifana,590172294,January 23 1991,248 South Lantana Circle SEALY Texas 94599,655571082,December 5 1995
Agatha,Ebonie,Liggett,381376965,November 29 1982,2729 Fm 1094 SEALY Texas 54672,778963882,October 13 2006
Theola,Odilia,Ramsay,897736389,August 18 1962,0 Highway 36 South  Texas 88185,769138584,July 24 1999
Lizette,Karen,Miyanaga,404765594,October 13 1991,0 Main Street SEALY Texas 16925,201226160,March 8 2016
Malka,Trena,Raczak,928285597,July 9 1956,518 Columbus Road SEALY Texas 25316,967367590,October 22 1992
Morgan,Fredrick,Weinstock,694541108,April 9 1965,5619 Commerce Street WALLIS Texas 72595,403906965,November 20 2005
Jannie,Kassie,Bottoni,790600815,October 23 1960,2571 East Fm 1093 WALLIS Texas 59148,779534193,October 22 2006
Elouise,Onie,Cartrette,948729223,July 30 1958,10723 Glenn Meadows Road SEALY Texas 78114,414877255,August 22 2004
Liane,Sade,Grando,801882012,May 13 1997,207 Standing Oaks Road SEALY Texas 76732,899231223,April 14 2001
Albina,Sol,Croson,189432642,June 26 1989,   Texas 24641,336843589,January 21 1986
Zonia,Stacia,Mcmurtry,100987165,March 2 1962,713 South Holland Street BELLVILLE Texas 16283,871627522,February 18 2006
Ethelyn,Ai,Keding,796220358,December 9 1951,4878 Brewer Road  Texas 18541,560854470,November 14 2007
Nelda,Riley,Ebbers,592902757,February 3 1958,5000 Northwest I-10 Frontage Road SEALY Texas 15491,836096368,May 27 2006
Federico,Chad,Declercq,608615340,May 28 1950,10638 Rocky Road BELLVILLE Texas 50139,975551253,August 16 1985
Jack,Arlena,Yetman,172592814,August 4 1953,2995 Grubbs Road SEALY Texas 64297,941237194,November 5 1993
Pia,Kareen,Deveau,114453636,April 23 1982,   Texas 33907,731072612,March 24 2005
Serena,Colby,Cammarata,418750467,August 11 1985,0 Highway 36 SEALY Texas 68730,331580891,April 22 2010
Voncile,Justine,Delgiudice,661057139,May 11 1986,149 Hill Street SEALY Texas 29583,647990656,October 22 2003
Delinda,Bethel,Hostert,570767020,November 30 1964,   Texas 58600,762139172,January 6 1988
Melony,Kathline,Crete,859801877,July 19 1985,425 2nd Street SEALY Texas 43198,336334932,August 29 1985
Arlinda,Bryanna,Salado,639911043,September 16 1980,439 Ross Street CAT SPRING Texas 47300,787122684,September 9 1995
Hester,Sheilah,Coury,513591335,May 12 1970,529 Oak Creek BELLVILLE Texas 47056,424928405,May 15 1991
Skye,Ena,Scharnberg,603683679,January 2 1985,0 Elm Street NEW ULM Texas 71341,974741111,September 24 2008
Glynis,Leesa,Sarinsky,866210793,July 20 1973,12201 Emshoff Road  Texas 10898,700143503,May 12 1995
Nikia,Brenna,Jephson,971934959,August 17 1969,111 North Fifth Street  Texas 96283,851576283,October 11 2008
Kiley,Jon,Oldfield,936239039,July 4 1962,2142 Beverly Lane SEALY Texas 62456,829944308,June 14 1985
Soila,Milagros,Juul,336873566,June 23 1989,9802 Fm 1458 SEALY Texas 13885,781591760,March 28 1990
Humberto,Emelda,Nieminen,263254792,June 2 1963,6711 Harry Street WALLIS Texas 84138,553811457,June 11 2014
Collette,Phillip,Hardridge,554802305,January 23 1951,7111 Mikes Street WALLIS Texas 48015,638849120,November 11 1990
Ling,Lamonica,Detmer,816062622,November 10 1966,15149 Lake Road BELLVILLE Texas 35451,162884876,February 16 2014
Patricia,Kizzie,Heyen,494423540,December 12 1960,3942 Chew Road SEALY Texas 68181,365323381,March 4 2007
Cortney,Tiffaney,Duverney,120583780,November 3 1964,   Texas 74967,674377502,February 2 2008
Leandro,Nedra,Heaslip,299981219,January 15 1992,0 Highway 159 West  Texas 44731,290161589,October 11 1987
Lavern,Evan,Winterton,186349261,August 15 1992,0 Wilder Road  Texas 85158,827921948,December 21 1993
Isabel,Aaron,Tiso,493372790,October 27 1989,0 Campo Santo Street  Texas 67459,872065702,December 11 2008
Phil,Darrel,Biagi,596076958,May 30 1982,8529 Krueger Road  Texas 62371,642859243,November 26 2003
Rutha,Lisandra,Towery,799649190,March 6 1984,15508 Buttercup Lane North BRENHAM Texas 54494,458393313,January 3 1991
Chrystal,Berna,Pender,871926730,June 16 1957,0 South Front Street BELLVILLE Texas 48859,379348309,March 11 1985
Andera,Hilda,Keshishian,657934175,September 1 1970,2923 Remmert Road SEALY Texas 34342,302687103,April 10 2010
Vania,Danna,Sempertegui,817461853,May 22 1959,4293 Mill Creek Road CAT SPRING Texas 55346,633291004,May 9 2006
Mickey,Lynetta,Lubell,143581870,August 10 1980,0 Shunka Road  Texas 15355,564732858,March 1 1995
Kiara,Maragret,Olivid,227293205,February 12 1950,409 San Felipe Road SEALY Texas 99583,467089497,November 2 2006
Carter,Afton,Kinkel,507140772,November 19 1995,712 South Masonic Street BELLVILLE Texas 71826,825409610,May 13 1988
Rosina,Hettie,Rahaman,351472017,July 30 1989,505 East Strauss Street BELLVILLE Texas 67149,872777745,June 24 2002
Arlen,Rigoberto,Fuemmeler,947124594,August 9 1976,26393 Bernard Road NEW ULM Texas 38630,972475735,April 11 2000
Matha,Glady,Chauvaux,641996577,November 28 1983,   Texas 76027,679634058,January 25 2000
Xochitl,Laura,Graue,303366032,April 7 1983,0 6th Street  Texas 19620,766410855,May 6 1992
Machelle,Elvia,Solum,610809499,September 17 1960,0 Fm 109  Texas 91873,139456517,May 13 2013
Mi,Melisa,Fruge,548446467,January 3 1962,1303 Tauber Lane SEALY Texas 22794,739320928,April 9 2010
Rolande,Albertina,Verfaille,507327310,January 24 1987,   Texas 79195,244681615,February 2 2011
Rudolf,Gregoria,Sharrard,189888193,November 16 1971,0 Rogers Street  Texas 85058,349967660,January 26 1992
Terresa,Scot,Jennifer,317243570,April 13 1956,0 Malinowski Lane NEW ULM Texas 87734,888791993,July 18 1989
Tawny,Jeanmarie,Spueler,384937262,April 27 1997,10496 Fm 949 CAT SPRING Texas 84859,947893699,October 4 2016
Blanch,Juliette,Solla,879893371,March 7 1963,5207 Red Oak Road NEW ULM Texas 68164,757281487,January 14 1989
Jamila,Christel,Kman,633267414,August 6 1981,0   Texas 64223,746512103,July 16 1985
Larue,Roslyn,Ossman,979119313,August 29 1988,   Texas 96809,819043021,February 3 2008
Kaylee,Shanelle,Gast,507142625,August 1 1953,6917 Fm 3013  Texas 26062,974477546,January 12 1989
Rudy,Mark,Hatler,541024244,August 28 1983,   Texas 92648,961581313,September 8 1991
Marvella,Charles,Sturch,820776757,June 13 1993,2718 Shupak Road BELLVILLE Texas 15024,245662614,March 28 1995
Fae,Freida,Deppner,753365517,February 28 1966,0 Highway 159 West (Off Of) BELLVILLE Texas 68612,504021882,October 23 2016
Gaynell,Hildred,Lahr,434043025,January 28 1965,   Texas 33426,538065918,May 17 1998
Lili,Irwin,Corriere,836205129,July 7 1990,3967 Sealy Road SAN FELIPE Texas 42443,115529062,November 6 2008
Abram,Kyoko,Maxton,544475588,June 15 1964,6318 Guyler Street WALLIS Texas 69740,301858571,August 10 2003
Mica,Claudette,Martowski,245783272,December 12 1978,116 Douglas Drive BELLVILLE Texas 54609,535428816,July 13 1995
Tatum,Janae,Boehmer,195767244,August 1 1978,615 Silliman Street SEALY Texas 48120,375849425,March 11 1996
Herb,Latrisha,Mcleese,785871185,November 6 1971,0 Coody Lane (Off Of) SEALY Texas 73482,417967938,November 6 2013
Robt,Ross,Kauahi,831737119,February 3 1985,   Texas 20061,802669042,April 28 2012
Javier,Winford,Broderson,758962624,August 22 1991,6782 Highway 159 West BELLVILLE Texas 62794,128078468,February 8 1999
Junie,Evie,Picklesimer,648991132,March 11 1964,   Texas 65622,917131967,September 1 1995
Olga,Ruby,Wooden,787895779,November 4 1969,0 Off Center Hill Road  Texas 17013,574537791,November 14 1996
Jane,Ira,Beatie,657138819,May 30 1988,112 Lazy Lane SEALY Texas 22778,684161764,July 21 1998
Natosha,Nelson,Leibman,824616341,May 30 1982,3151 Lynn Road  Texas 45544,149246312,April 17 2006
Myra,Jamie,Gullo,386307695,April 25 1970,3448 Highway 36 North BELLVILLE Texas 71457,775424266,October 8 2012
Ida,Velda,Hawke,382985502,September 4 1979,1138 Fowlkes Street SEALY Texas 62408,922643307,November 16 1985
Drema,Soledad,Klimes,592597601,February 7 1984,0 Rock House Road  Texas 99163,963910876,July 5 1991
Teena,Jessenia,Odette,556435981,May 6 1966,0 Coshatte Road (Off Of) BELLVILLE Texas 10360,238147047,August 19 1987
Glennis,Jeff,Dykhuizen,293764866,April 30 1964,   Texas 39708,648091094,June 27 1997
Jerlene,Ronna,Longmore,726948568,February 28 1997,1158 Oil Field Road BELLVILLE Texas 75314,226472271,April 17 2001
Mia,Verna,Heimburger,621479061,October 6 1978,5628 Longhorn Trail   Texas 95602,780287253,October 31 2010
Gene,Anissa,Cabrero,930767249,April 29 1975,0 Maler  Road SEALY Texas 71578,783218106,November 20 2006
Maggie,Tynisha,Wendt,240551834,September 24 1958,10894 Newberg Road CAT SPRING Texas 49661,804433415,September 11 1998
Arie,Edythe,Boerst,308432248,November 15 1981,806 Honeysuckle Court SEALY Texas 61205,190645094,January 4 2005
Queen,Loura,Weissberg,458132963,December 16 1960,0 Church Road KENNEY Texas 27277,216617882,December 15 2013
Patrina,Adam,Seago,445467563,February 9 1996,2242 Championship Drive SEALY Texas 41891,423416012,December 22 2015
Jani,Annetta,Canterbury,911476008,November 27 1951,0 Fm 1457  Texas 88738,256464714,September 5 2005
Tammi,Alejandra,Megia,267228695,December 28 1986,24217 Squirrel Road NEW ULM Texas 69949,125548826,April 5 1991
Bibi,Henriette,Boni,976904348,May 4 1959,   Texas 80612,950615885,November 13 2007
Broderick,Sydney,Ruminski,622250535,June 18 1991,10075 Shelby Road BRENHAM Texas 55389,335143539,November 15 1993
Shonda,Oscar,Brommer,316406643,March 26 1965,1966 Old Highway 36 Road BELLVILLE Texas 37414,841895266,October 8 2004
Audrey,Jacquelynn,Trester,906627845,October 21 1996,0 Kiesewetter R BELLVILLE Texas 99771,528757103,December 3 2000
Andree,Louise,Kroenke,764142903,March 2 1964,777 West Main SEALY Texas 93797,903175336,June 5 2004
Wendy,Pearly,Curpupoz,304638352,September 26 1985,0 Peters San Felipe Road (O SEALY Texas 68934,558711095,December 30 1996
Paul,Cleora,Haluska,731272381,April 2 1950,   Texas 63977,605966845,July 14 2008
Sean,Elbert,Calles,553549213,August 24 1972,0 Gebhardt Road (Off Of) SEALY Texas 28900,225160028,June 6 2004
Mercedez,Ivelisse,Basora,363080476,March 26 1975,3707 Stokes Road BELLVILLE Texas 67996,366190517,August 14 2001
Ileana,Rosalia,Saide,962334280,December 15 1971,1235 Santa Fe Street BELLVILLE Texas 45947,907395442,May 29 1986
Ngan,Edgardo,Kittle,742484533,February 21 1959,1335 Kathy Avenue SEALY Texas 13899,947783962,February 10 1993
Kareen,Marylin,Junes,102314365,July 8 1963,0 River Crest Drive  Texas 60322,333525340,April 1 2010
King,Alejandro,Ramales,984669288,November 28 1971,418 West Meyer Street BELLVILLE Texas 64834,766501291,September 11 2015
Melania,Leeann,Zuchara,143394311,August 19 1956,14065 Fm 1094 CAT SPRING Texas 56160,588194367,October 2 1998
