firstName,middleName,lastName,socialSecurityNumber,dateOfBirth,postalAddress,phoneNumber,hireDate
Tess,Zackary,Fucci,897917345,January 6 1958,5755 Skull Creek Road FAYETTEVILLE Texas 70508,871200840,December 2 1996
Cecily,Guillermina,Groshong,780265152,July 31 1981,8876 Hoff Road BELLVILLE Texas 19127,906488718,August 7 1995
Richard,Simone,Tynio,865336040,November 24 1972,14920 Sycamore Road CAT SPRING Texas 77285,588753586,November 1 2016
Judi,Maile,Dotter,400906632,August 31 1963,628 2nd Street SEALY Texas 81727,623133534,January 8 2013
Olene,Dana,Boullion,530824487,November 16 1971,122 South Harris Street BELLVILLE Texas 18762,369681939,September 10 1992
Lannie,Ronald,Glickman,427281611,September 22 1967,0 Nelsonville Church Road BELLVILLE Texas 67293,883719965,August 17 1989
Travis,Nina,Ienco,385367079,February 3 1954,809 Anderson Street SEALY Texas 73675,763507022,May 16 2007
Anabel,Sabra,Hollington,546166073,August 18 1963,0 Highway 36 North BELLVILLE Texas 68435,491006042,November 7 2009
Murray,Charlott,Soros,519020799,May 28 1986,1245 Kersten Road SEALY Texas 73356,891716029,June 21 2016
Cathleen,Merle,Demasters,913993056,February 17 1984,407 West Hickory Road BELLVILLE Texas 45951,120832724,October 11 1996
Claud,Maxine,Ventresca,357287672,July 6 1970,   Texas 70781,818424172,June 16 2015
Dwain,Lana,Pong,638128734,October 31 1966,5743 Longhorn Trail   Texas 61176,956092579,September 2 2013
Andria,Hettie,Geers,324698065,November 8 1953,0 Fm 2754 Road @ New Wehdem  Texas 87351,907588259,March 3 2011
Chae,Ellan,Jernberg,833436017,December 10 1977,324 Walnut Street NEW ULM Texas 76700,442857205,March 19 1992
Evette,Lanora,Majersky,767781312,February 22 1959,0 Lange Lane BELLVILLE Texas 64528,279772966,May 23 1991
Margorie,Keren,Loncaric,742178407,January 18 1986,310 East Palm Street BELLVILLE Texas 63828,333108255,July 3 2013
Georgianne,Christia,Hai,548848973,April 24 1960,0 Park Lane BELLVILLE Texas 38042,933752299,May 19 2006
Angel,Kris,Selke,924650645,September 13 1970,11014 Pless Road CAT SPRING Texas 90271,518954411,January 26 1994
Lucius,Long,Schnackel,957535296,August 17 1971,833 Silliman SEALY Texas 13186,444132796,February 14 1988
Tajuana,Traci,Frame,519591111,December 12 1981,360 Meadowlark Circle SEALY Texas 32845,884825547,January 16 1995
Naomi,Christeen,Dunemn,471500963,August 26 1987,166 South First Street WALLIS Texas 55773,436978933,January 18 1996
Kory,Nathan,Witzel,104325301,July 31 1989,0 Brooks Road  Texas 58801,238651690,May 7 1989
Scott,Kandy,Wesler,953476567,September 8 1964,226 Birch Street WALLIS Texas 30100,424564723,April 15 2012
Gladys,Jerry,Schott,263794030,January 27 1958,228 South Lantana Circle SEALY Texas 38583,666887402,February 23 2014
Shayne,Noah,Leeming,575949964,May 9 1984,2391 Pyka Road SEALY Texas 61304,408511959,September 8 1992
Tera,Jerrie,Gebhart,481402951,December 2 1971,   Texas 49610,357541478,December 11 2004
Paz,Carissa,Alvarenga,274025618,November 10 1976,1578 Orange Hill Road SEALY Texas 68713,340535759,June 25 2006
Mitchell,Talisha,Yasika,761449059,February 17 1993,596 Post Oak Road BELLVILLE Texas 38864,870920933,November 1 2012
Katharine,Deadra,Pasculli,402731146,August 28 1982,0 Old Concrete Crossing L NEW ULM Texas 91158,831824107,December 19 2011
Willow,Jonell,Malich,568379088,October 18 1961,428 Gasper Street SEALY Texas 24854,210084128,November 3 1989
Zackary,Leatha,Bussman,108427971,August 13 1961,731 Columbus Road WALLIS Texas 17050,887935070,October 11 2003
Randa,Lorelei,Hunnell,850146631,December 15 1984,316 Cedar Drive NEW ULM Texas 61597,957196360,February 18 1994
Cassie,Simone,Foutain,160801309,July 15 1995,0 Guadalupe Street  Texas 76762,595398252,February 17 1987
Olympia,Kasha,Reiher,696478155,May 16 1952,0 Fm 1456 (Off Of) @ Wiese Road BELLVILLE Texas 17776,432956440,November 30 2014
Rey,Francis,Strazza,157647669,May 4 1956,0 Main Street SEALY Texas 13299,820538232,July 31 1998
Andree,Jinny,Salum,155141707,March 19 1995,0 Stern Road (Off Of)  Texas 98845,693563835,August 19 1996
Cristina,Pei,Murawski,739521370,November 19 1982,251 Camilla Circle BELLVILLE Texas 38151,389166400,June 11 2003
Charlie,Deeann,Vyas,194727425,January 28 1966,5810 Gresham Street WALLIS Texas 73602,272563723,November 17 2013
Noella,Jackie,Bankes,195108163,August 31 1970,0 Steck Bottom Road (Off Of) SEALY Texas 11956,178671404,September 20 1994
Anitra,Mark,Bazzel,907581861,October 25 1963,0 Baron Street BELLVILLE Texas 26270,877264283,July 20 1986
Skye,Yon,Ruckdeschel,615515394,February 27 1990,2982 Chew Road SEALY Texas 76287,169820172,June 13 1985
Phuong,Galina,Kreul,505154283,December 20 1951,0 Yellow Rose Road  Texas 21388,464883420,January 17 2016
Theodora,Sharri,Pettersen,160742321,February 23 1977,857 Tangle Oaks Court BELLVILLE Texas 51307,314596068,February 7 1987
Marlena,Nadia,Innocenti,276072935,April 20 1987,5063 Voelkel Road FAYETTEVILLE Texas 49364,110448612,June 10 1996
Nadine,Lourdes,Piccolo,633346063,March 17 1959,0 Gebhardt Road (Off Of) SEALY Texas 49842,686164605,September 1 2006
Jaleesa,Fatimah,Dodoo,777914755,June 26 1952,0 Highway 159 West (Off Of)  Texas 32308,974734650,September 15 2015
Destiny,Herschel,Hollinsworth,741363339,January 5 1971,886 Sens Road SEALY Texas 17758,487279722,December 17 2008
Rowena,Rico,Whipp,282196528,January 28 1991,12297 Schwanbeck Road CAT SPRING Texas 11270,128852958,April 22 2013
Tiera,Tanisha,Vanscoik,158184577,June 21 1991,0 Thielemann Road  Texas 52479,321018090,September 20 2013
Theo,Denny,Noakes,521118483,November 1 1968,718 Ward Street SEALY Texas 59989,864868565,August 14 2007
Echo,Karisa,Lazard,214294380,April 7 1985,4459 Fm 949 SEALY Texas 50709,731737558,March 26 1995
Carmel,Ashleigh,Erskine,218738982,August 5 1984,829 Sodolak Lane SEALY Texas 16359,146065733,June 29 2007
Patience,Cathy,Noud,552266553,March 20 1983,17236 Fordtran Boulevard INDUSTRY Texas 85333,630869110,June 14 2004
Liz,Eusebia,Nordsiek,470447183,August 20 1991,712 South Bell Street BELLVILLE Texas 89583,432949785,July 28 2009
Mike,Ken,Skene,639495876,December 8 1957,112 Meadow Drive BELLVILLE Texas 93255,350024547,May 20 2009
Lanie,Jake,Chacon,646909980,June 17 1952,122 Main Street SEALY Texas 18982,273185936,January 17 2013
Velma,Jewell,Dudziak,114913271,July 14 1952,804 North Fowlkes Street SEALY Texas 96430,148581955,November 23 1995
Jennie,Xuan,Uhlich,793370388,January 3 1969,0 Mill Creek Road CAT SPRING Texas 54259,506551208,November 20 2015
Dominique,Alena,Shetlar,778104585,March 16 1953,0 South Church Street BELLVILLE Texas 89061,922226901,February 26 2014
Dewayne,Matilda,Riecke,915724395,December 3 1972,   Texas 28086,405409830,September 30 1987
Karla,Ema,Bloch,848261592,November 3 1995,10156 Plum Creek Road  Texas 24368,357900910,February 24 1989
Johnna,Pei,Winemiller,851844994,October 5 1962,218 East Lantana Circle SEALY Texas 10730,322708419,October 15 2015
Jordan,Taren,Shaikh,292349892,July 1 1982,6022 Railroad Street WALLIS Texas 64248,296446545,March 5 1997
Junko,Lajuana,Phetphongsy,922990005,October 20 1975,0 Lezak Road  Texas 85487,933197177,March 21 2008
Sherlyn,Gena,Vayon,467583507,March 9 1968,1409 Mockingbird Bend SEALY Texas 27454,151334122,July 18 2007
Rolanda,Julietta,Raquel,715841468,September 23 1974,910 Bob White Lane WALLIS Texas 49318,239382606,September 21 1992
Bradly,Eun,Starkson,643238151,July 11 1965,7605 Indian Blanket Lane NEW ULM Texas 95050,386791520,March 20 1998
Elliott,Colin,Grasser,122988239,December 9 1956,0 New Bremen Road  Texas 88727,636155665,September 16 2011
Emilie,Maude,Calvert,166189857,November 8 1966,2712 River Bend Lane SEALY Texas 11961,945206021,December 29 2000
Bobbie,Chloe,Mcbride,447871963,September 25 1964,5498 Shelby Road  Texas 38871,631355187,October 7 2013
Herschel,Claud,Collett,348196943,February 22 1954,10844 Highway 159 East BELLVILLE Texas 77340,987779959,January 27 2007
Felicita,Paulina,Marte,880954951,September 23 1970,4250 Indian Road NEW ULM Texas 68461,952646164,August 27 1995
Almeta,Clayton,Tullis,170401143,August 4 1979,1199 Marek Road  Texas 23959,347248295,December 17 1987
Loretta,Jay,Duchon,565902492,March 19 1958,2303 Highway 36 South SEALY Texas 52598,512629035,July 9 1986
Enola,Valorie,Schuermann,891046806,February 9 1972,6926 Church Street WALLIS Texas 82958,502334917,November 29 2014
Lupita,Sang,Zeek,778862481,April 21 1995,12478 Tulip Lane CAT SPRING Texas 75286,587349167,June 27 2016
Felipa,Morris,Matuszek,679931397,November 13 1985,839 East Hill Street BELLVILLE Texas 38435,553057267,January 24 2003
Willie,Lindsay,Helems,838613629,May 25 1979,3113 Remmert Road  Texas 37573,901336623,November 14 2001
Armida,Misha,Conwell,691218669,July 2 1977,   Texas 39986,578691398,November 9 1988
Yasmine,Alverta,Nunziata,190773830,September 5 1993,1370 Mill Creek Road BELLVILLE Texas 61843,922646405,July 1 1987
Merrill,Rosella,Demuth,783269389,November 18 1967,0 Sealy Road  Texas 57153,488077056,December 21 2015
Aurelio,Jenette,Dessecker,772930612,May 23 1968,0 Post Oak Point Road  Texas 78294,601456160,November 5 2009
Shyla,Yuri,Muraski,338061243,February 2 1970,6161 Brockstein Road SEALY Texas 69799,659057046,July 24 2011
Cinthia,Tressa,Caborn,769184463,March 3 1954,1368 Substation Road SEALY Texas 12870,537659981,July 26 2005
Nathan,Joselyn,Sitra,366255037,January 3 1958,0 Pioneer Trail   Texas 32825,411475203,March 9 2016
Jack,Fonda,Hoffler,419076458,December 5 1951,10943 Schaffner Road SEALY Texas 23239,718312656,August 6 1999
Fleta,Thi,Nguy,879383157,December 10 1981,0 Sempronius Road BRENHAM Texas 62821,959762137,May 21 1992
Gayla,Lindsay,Schallig,216286564,May 10 1991,0 Frantz Road CAT SPRING Texas 68643,111154019,May 7 1989
Niesha,Leonida,Babbin,495036637,July 4 1997,428 East Main Street BELLVILLE Texas 91745,157359262,May 25 1985
Hattie,Jeanelle,Tall,643108316,March 3 1983,609 Dogwood Court SEALY Texas 92873,851891737,November 6 2013
Alessandra,Jude,Mytych,421050675,August 2 1980,8994 North Fm 2502 BRENHAM Texas 47482,428903980,May 24 1985
Lissa,Lilly,Aronov,755985236,June 26 1956,718 East Obryant Street BELLVILLE Texas 45999,591242975,November 19 2013
Li,Consuelo,Precise,451958351,December 4 1954,0 Brookside Lane SEALY Texas 60063,107240108,February 18 1990
Shandi,Shawana,Major,600979382,July 5 1995,0 Fm 1458 SEALY Texas 37988,523419558,April 5 2006
Genny,Chiquita,Niemitzio,746512122,December 24 1977,304 North Granville Street BELLVILLE Texas 82838,363135741,September 24 1994
Mathew,Londa,Anchondo,773765823,January 8 1959,0 Houston Avenue @ Jefferson Street CAT SPRING Texas 15767,855963512,April 19 1994
Traci,Yuonne,Thate,934665349,February 16 1967,204 West Fisher Street BELLVILLE Texas 70336,365479540,September 24 1988
Margarita,Brynn,Esmay,291625798,December 13 1987,0 Schulens Road  Texas 28640,586463196,August 23 2013
Julian,Percy,Sangren,801546698,October 11 1951,1473 Hintz Road SEALY Texas 44763,210268813,August 15 2000
Brigitte,Conception,Bhatnagar,352155571,October 17 1989,0 Peters San Felipe Road  Texas 76033,664254987,May 17 2011
Anika,Terrance,Tardy,594827259,April 21 1957,9413 Shelby Road  Texas 54864,546666952,September 2 2014
Yetta,Mia,Witthoft,869410022,February 6 1995,347 Highway 90 East SEALY Texas 36274,453981472,April 12 2012
Terrilyn,Harriet,Pheasant,110335410,October 4 1977,116 Bluebonnet Drive BELLVILLE Texas 18457,438752701,October 31 1987
Christy,Pat,Hoschek,499542939,December 7 1996,10096 Lamp Road BELLVILLE Texas 47213,406757502,December 8 1996
Gene,Arla,Landes,793369136,July 7 1959,3179 West Fm 1093 WALLIS Texas 70674,380451704,June 18 2006
Lyda,Bailey,Sawhill,758458899,August 20 1978,203 North First Street WALLIS Texas 54846,737307190,September 16 2003
Irma,Alyse,Knobbe,494127943,July 19 1988,6995 Kuykendall Road BELLVILLET Texas 66327,218865681,May 4 1985
Leonardo,Vennie,Antolak,849511936,July 31 1952,419 Andrews Street SEALY Texas 47355,610074104,December 2 2012
Blossom,Scottie,Hesselink,483962151,September 2 1996,1184 South Holland Street BELLVILLE Texas 77766,795315131,June 26 2010
Sherril,Teofila,Barski,733017269,August 12 1997,1407 Bob White Trail SEALY Texas 30990,541967234,March 4 2010
Asa,Sophie,Knecht,353330205,December 26 1997,10442 Korthauer Road BELLVILLE Texas 30051,333594242,November 2 1986
Allyn,Meagan,Blea,696619023,October 18 1951,621 East Main Street  Texas 64518,826757228,September 30 2007
Brigette,Alvina,Gentile,905764585,May 20 1959,101 Camilla Circle BELLVILLE Texas 57452,858097773,August 7 2016
Kallie,Lemuel,Stockner,208894252,December 6 1996,7019 Janicek Street WALLIS Texas 58345,698548035,June 18 2014
Vivan,Golda,Greising,647762735,January 25 1954,398 Kenney Hall Road KENNEY Texas 78768,619698715,October 31 2011
Arnita,Mckenzie,Lockie,532683587,September 14 1971,13587 Fm 1458 SAN FELIPE Texas 87418,156268154,August 11 1998
Sonny,Barrett,Saltmarsh,670017185,February 6 1952,535 Houston Street WALLIS Texas 31239,420804902,November 25 1985
Bella,Shameka,Roath,731412019,February 26 1985,1173 Fm 1457 NEW ULM Texas 47291,424489544,September 1 1994
Shannon,Dawne,Koopman,968141293,November 19 1982,4267 Beeler Road  Texas 31980,931356971,November 7 2011
Juan,Manda,Grabowiecki,155183863,February 10 1965,   Texas 25807,289520686,July 26 1989
Ilse,Karl,Westbrook,663084841,June 14 1991,520 West Glenn Street BELLVILLE Texas 22831,260294865,January 23 1988
Sulema,Cari,Waynick,544973598,October 16 1971,2779 Blakely Road   Texas 98272,714741699,June 20 2003
Renita,Bernie,Dardy,834506388,July 26 1959,0 Highway 36 @ Hacienda Street BELLVILLE Texas 55807,420047872,March 29 1989
Annalisa,Althea,Jadoo,336243452,April 17 1994,4795 Sealy Road SAN FELIPE Texas 88274,351359433,November 22 2005
Olevia,Bruno,Margaitis,160900011,September 13 1958,110 Lassiter Lane BELLVILLE Texas 46286,289912489,November 5 1990
Daisey,Krysta,Chaleun,288448123,April 24 1982,0 Austin Street WALLIS Texas 84885,545643093,September 11 2000
Arnette,Jeffrey,Deschner,584379592,July 27 1978,1780 Kosik Lane WALLIS Texas 54680,334980335,August 29 2010
Arletta,Gladys,Belli,166964045,March 26 1962,   Texas 17330,431435595,July 6 2005
Tanna,Carlita,Rosal,956501921,July 21 1966,116 Brookside Lane SEALY Texas 72366,574961288,March 18 1987
Jean,Micheal,Gegenheimer,279029391,June 4 1992,217 North Fowlkes Street SEALY Texas 21751,647182390,August 10 1997
Rima,Millie,Candelario,724850157,June 18 1981,42 North Amthor Street BELLVILLE Texas 27531,168393538,May 3 2002
Berta,Stephen,Limbach,927504043,May 4 1996,1797 Schoenau Road NEW ULM Texas 49702,344432306,April 21 1995
Etsuko,Wilda,Cucchiara,243478264,May 3 1968,1463 Graham Road BELLVILLE Texas 72487,396115398,April 5 2016
Rickey,Jose,Castejon,325055333,May 4 1953,0 Fm 1094 SEALY Texas 42023,753978791,October 28 1991
Estela,Jonah,Sayco,518595863,December 30 1961,804 Travis Street SEALY Texas 17873,599448682,August 30 1991
Elwood,Paula,Nordby,478322252,November 3 1952,2658 Fm 1094 SEALY Texas 33838,745453568,May 18 2005
Bo,Indira,Grijalva,273604577,July 5 1967,951 South Oak Street BELLVILLE Texas 35512,776454300,July 9 1992
Coy,Manie,Eskenazi,145483034,April 9 1992,0 Jurica Road (Off Of) SEALY Texas 50115,584868611,March 6 2007
Jacquelyn,Clemmie,Maditz,354018731,May 29 1966,0 Trenckmann Road SEALY Texas 10956,229201518,October 2 2012
Gena,Mika,Voth,422400658,January 14 1992,2578 Meier Road South SEALY Texas 96552,645630824,July 4 2002
Connie,Alia,Oblow,816840389,September 30 1962,5380 Highway 159 West BELLVILLE Texas 16896,718760311,August 25 2011
Laverne,Mohammed,Prisock,770296091,January 30 1976,733 Jackson Road BELLVILLE Texas 26952,524910832,June 16 2000
Jewel,Kenisha,Stoyanoff,114225985,November 7 1950,0 Anderson Street SEALY Texas 18450,947289984,January 3 1985
Stephine,Margurite,Gabriele,452029676,September 21 1984,545 Wright SEALY Texas 56678,726612693,March 2 2011
Gertie,Aleshia,Baisch,496078356,August 1 1950,24958 Squirrel Road NEW ULM Texas 92399,790050883,June 25 1993
Adriene,Arianne,Slota,452078118,May 31 1984,0 Old Highway 36 BELLVILLE Texas 27639,891925412,September 6 2010
Virgil,Paulette,Milder,508512961,December 6 1965,2663 Dove Lane SEALY Texas 81741,128490788,September 6 2004
Mitsuko,Cyrus,Evick,366883549,October 11 1957,141 North Fm 2429 BELLVILLE Texas 95429,840593065,April 25 1995
Carlie,Tori,Hazelton,947656980,July 1 1991,1741 Eagle Lake Road SEALY Texas 89729,540024911,March 11 2015
Pura,Tony,Gasmen,434318091,April 20 1994,0 Highway 36 South (Off Of) WALLIS Texas 65047,762353469,January 21 2005
Lazaro,Lesa,Outwater,363305526,October 15 1954,7157 Gramy Road SEALY Texas 99078,624192802,November 8 1989
Marci,Blake,Kernodle,132633556,April 8 1962,7371 Rose Lane SEALY Texas 50960,104895379,August 21 2011
Jennette,Zoe,Clubb,471635140,April 7 1960,308 Sunset Avenue SEALY Texas 61044,249183808,May 26 1990
Katharina,Flo,Bomilla,896720368,August 4 1954,1527 Grubbs Road SEALY Texas 87268,408279954,May 8 1994
Meta,Effie,Cromuel,487194958,November 26 1960,0 Hackberry Lane  Texas 59326,190105389,June 22 1987
Valery,Gretchen,Wlodarczyk,841241019,May 3 1987,700 Barbara Street WALLIS Texas 78320,656869068,June 1 2000
Ryann,Bethany,Delossantos,283190018,August 5 1979,634 2nd Street SEALY Texas 47278,870846036,January 9 2009
Nicole,Lynette,Dille,631874456,January 8 1959,0 Beckendorff Road (Off Of) SEALY Texas 32385,158884438,May 11 1994
Sterling,Jody,Duncanson,126749512,January 19 1984,3722 Fm 109 NEW ULM Texas 16082,577163645,March 31 1987
Leslie,Vincent,Hair,635341321,September 7 1988,491 Jones Street INDUSTRY Texas 65682,325968208,May 6 1986
Corrine,Nicol,Toto,658238731,September 15 1957,410 5th Street SEALY Texas 51690,859104634,September 1 1995
Brunilda,Evelina,Liversedge,301095994,January 21 1972,203 Village Drive   Texas 20336,745386983,December 11 1999
Renee,Nicole,Meler,616212160,July 2 1991,0 Fm 1094 SEALY Texas 10328,607612600,May 21 2002
Mamie,Malisa,Vitiello,869775364,October 30 1954,4062 Northeast I-10 Frontage Road  Texas 93295,905369397,March 16 2007
Madelyn,Marvis,Kapfer,882496533,July 27 1972,1049 Dockal Road  Texas 94962,461985573,September 17 1988
Aracely,Tierra,Swonke,670083398,January 6 1993,103 South Creek Drive BELLVILLE Texas 38989,918731762,December 29 2011
Ethan,Vern,Chehebar,994995080,January 17 1993,0 Shupak Road  Texas 87669,562646483,November 9 1988
Santiago,Ilene,Lytch,803343618,December 9 1976,427 Fm 389 West FAYETTEVILLE Texas 13160,765350798,May 6 2012
Delia,Brinda,Cardoso,963673431,March 2 1991,207 Westview Drive SEALY Texas 87441,705645570,December 18 1991
Roy,Florentino,Deacy,237240629,April 10 1991,510 Oak Forest Road  Texas 59781,543801308,December 6 2008
Lilly,Shad,Hillhouse,922057503,July 8 1961,0 Maler Road SEALY Texas 97478,521749213,July 25 2011
Cathie,Ernie,Bedney,743253308,November 2 1990,1005 South Holland Street BELLVILLE Texas 14893,144890940,March 25 2010
Scotty,Sherilyn,Eikner,251373873,November 14 1983,0 Camilla Circle BELLVILLE Texas 25971,401406188,December 16 2002
Belinda,Deidre,Malleck,539099372,March 19 1960,0 Tomlinson Road  Texas 67493,172881162,April 5 2005
Joshua,Avery,Krassow,155803381,May 20 1986,0 Hilltop Lane SEALY Texas 86041,217026209,January 8 2007
Kasi,Nubia,Heartsill,803497859,March 7 1976,2303 Highway 36 South SEALY Texas 76646,486560443,July 10 1994
Zoraida,Barbra,Guenthner,228502624,March 17 1957,736 Diamond Drive BELLVILLE Texas 92883,572752090,September 19 2002
Tawna,Jasper,Mostoller,548230567,April 9 1991,753 5th Street SEALY Texas 48818,684394098,April 1 2001
Ingeborg,Jason,Eskaran,192062464,June 19 1990,6114 Railroad Street WALLIS Texas 33923,798337758,May 5 2012
Linnea,Roscoe,Chenail,386553208,May 1 1993,0 Rinn Road  Texas 49309,242767186,March 16 2009
Jodi,Johanna,Brause,791593264,May 30 1991,0 Goeke Road (Off Of)  Texas 33412,124128908,July 30 1987
Lashay,Ike,Alterman,269367263,October 17 1984,5813 Gresham Street WALLIS Texas 35471,340600393,April 19 1999
Jeanmarie,Herb,Pait,361017811,May 31 1954,1500 Manak Road SEALY Texas 89449,246938136,June 1 2015
Dian,Anastasia,Zawistowski,155294322,July 13 1986,903 Juniper Lane BELLVILLE Texas 17490,378779495,July 13 2004
Minta,Melva,Plair,625463952,June 5 1995,1998 Fm 949 SEALY Texas 54865,257458255,April 13 2001
Frances,Kyle,Locken,189168066,August 27 1983,   Texas 19599,270009755,September 4 1997
Sidney,Christoper,Pine,776619670,April 1 1974,2024 Beverly Lane SEALY  Texas 45173,926594647,May 20 1989
Corina,Mellie,Sears,728930415,July 1 1983,   Texas 82001,929689404,December 24 1991
Garth,Dorla,Sedgwick,799968418,April 18 1951,0 Hwy36 SEALY Texas 86389,285744000,November 25 1989
Haywood,Adriane,Skarke,944131941,June 26 1989,0 North Granville Street BELLVILLE Texas 32157,816677933,May 18 2007
Maurine,Vonda,Pouk,609075492,September 28 1979,0 Fm 949 SEALY Texas 32750,121805161,March 7 2008
Nanette,Adelaide,Honan,413026448,March 25 1966,24 North Granville Street BELLVILLE Texas 85723,734592275,February 10 2001
Louetta,Marcelle,Mungo,673348301,November 17 1989,326 Oil Field Road BELLVILLE Texas 92124,895976447,October 17 1994
Jenae,Merideth,Botkin,839632915,May 27 1992,0 Piney Creek Road   Texas 98823,319360401,June 26 1989
Titus,Sherie,Stalberger,412432394,August 22 1977,7511 Fm 949 SEALY Texas 43526,482751921,March 5 1998
Grayce,Raelene,Propheter,859323146,June 30 1952,106 Douglas Drive BELLVILLE Texas 87837,571746087,November 28 2003
Fredrick,Cora,Holtzman,777806521,January 27 1957,11446 Fm 109   Texas 92964,275747614,May 14 1991
Johnathan,Johanna,Manross,880874598,June 24 1969,1450 Bell Oaks Drive BELLVILLE Texas 52825,188672487,April 9 1995
Lannie,Malcom,Lu,685068720,August 13 1959,0 Fm 2187  Texas 27514,576024635,October 21 2006
Nickole,Betty,Kiening,446087556,July 3 1979,507 Zettel Road NEW ULM Texas 50421,353338546,February 7 2009
Aundrea,Felecia,Sengstock,388409254,November 27 1990,0 Miller Road East  (Off Of) BELLVILLE Texas 12921,739573483,January 4 2011
Teressa,Felisha,Ceniceros,163771771,May 17 1986,5761 Southeast I-10 Frontage  Road  Texas 19804,839954859,May 9 2010
Jerry,Jani,Bassani,271087218,July 10 1951,1046 Tower Road   Texas 42252,528914636,June 11 2006
Rhett,Dawne,Scripps,174120298,February 14 1963,0 Koehn Road BELLVILLE Texas 66396,807726996,December 12 1985
Sau,Jacquelynn,Calger,536287858,December 21 1950,8697 Pechacek Road NEW ULM Texas 35403,871875379,April 24 1986
Goldie,Felica,Bartel,520348198,September 14 1979,28235 Hermsdorfer Lane NEW ULM Texas 16542,613470525,December 25 2006
Season,Zina,Satow,725153309,April 6 1986,0 Luhn Street BELLVILLE Texas 35240,553226833,September 21 2004
Terra,Chantal,Ayotte,387315486,February 14 1979,1119 North Granville Street BELLVILLE Texas 88718,780630224,November 5 1991
David,Demetrius,Derian,921349806,April 27 1954,1011 Pecan Ridge Lane SEALY Texas 32391,843905067,March 13 2016
Kimberly,Kaitlin,Kalbach,519197318,September 25 1996,0 Wagner Road  Texas 72981,571858761,November 12 1998
Judie,Catrina,Muenzenberger,162247343,November 7 1985,753 North Fowlkes Street SEALY Texas 89356,542075839,December 7 1995
Tomiko,Robbie,Bloczynski,549813572,March 21 1986,0 Warmke Road  Texas 57535,324739331,July 20 2005
Michaela,Esther,Tigar,608321496,October 27 1971,5087 Voelkel Road FAYETTEVILLE Texas 95659,261605511,September 18 2007
Lizbeth,Maria,Kivela,986883414,January 17 1991,7545 Pechacek Road NEW ULM Texas 65560,807448420,May 20 2004
Rupert,Buck,Courts,597100943,June 10 1971,   Texas 19742,950026671,July 5 1988
Inga,Sherryl,Mccain,844307306,March 28 1955,6222 Railroad Street WALLIS Texas 94841,619578241,March 16 2003
Queen,Karole,Mcclune,152933601,January 7 1975,6304 Hwy159 East  Texas 23761,460480260,November 19 1996
Miss,Ashlea,Calvi,640869320,June 11 1958,   Texas 39369,819082988,July 3 1985
Isaura,Theresa,Bartman,645762964,March 2 1970,306 Sage Lane SEALY Texas 93217,193210654,October 14 1996
Carmel,Shanelle,Bahrke,197955107,May 28 1953,1714 J Newz Lane WALLIS Texas 94854,170182202,June 23 2009
Laronda,Isidra,Dymond,102423557,December 5 1962,2078 Hillview Road   Texas 91505,682002821,May 18 1985
Slyvia,Toby,Skoog,408637427,July 1 1979,0 Steck Bottom Road  Texas 87073,329536184,September 10 1998
Sherrill,Henry,Gallogly,513791813,January 22 1950,10021 Fm 949 CAT SPRING Texas 17242,741690865,July 17 2005
Jaquelyn,Otto,Urban,393625797,October 26 1984,711 Depriest Street SEALY Texas 23024,174276722,September 5 2016
Wanetta,Anitra,Lizama,346267100,June 16 1983,7283 Highway 36 SEALY Texas 10134,843928007,September 17 2012
Fidel,Shila,Vinall,151128912,March 13 1986,1789 Lezak Road SEALY Texas 53938,610397069,November 28 1990
Madalene,Kristian,Polyak,531995819,January 17 1963,10243 Fm 949 CAT SPRING Texas 24907,221371848,January 3 2009
Synthia,Arletta,Boria,784843376,November 19 1959,0 Briarwood Lane BELLVILLE Texas 67157,923126862,August 9 2013
Aimee,Mariel,Robel,459165161,January 21 1970,1427 East School Road BELLVILLE Texas 86262,854075621,August 15 1998
Kendall,Amelia,Derasmo,411457074,June 20 1964,5807 Guyler Street WALLIS Texas 30590,261479878,March 2 1999
Robin,Sung,Judon,921445272,June 18 1997,17472 Koeppens Trail CAT SPRING Texas 35244,997142157,April 9 1998
Edmundo,Lavern,Wellenstein,902819771,March 16 1980,925 Raccoon Bend Road BELLVILLE Texas 30680,911090801,January 15 2008
Jeanne,Louanne,Fallie,978799795,July 24 1963,614 Margie Street  Texas 36014,413737536,January 26 1998
Benita,Shari,Orourke,172058656,October 16 1973,0 Frantz Road  Texas 78415,356364535,July 28 2005
Gail,Cherrie,Nagel,974654635,May 7 1974,7157 Grace Lane SEALY Texas 14503,472708256,January 6 1993
Dallas,Marcellus,Fitzpatrick,123358310,July 17 1997,210 South Tesch Street BELLVILLE Texas 20547,173149162,September 6 1994
Cristopher,Jacklyn,Benno,495736669,October 19 1976,561 Impatiens Road  Texas 97533,912817601,October 9 2015
Mozella,Criselda,Soward,325028423,March 30 1983,450 Elm Street NEW ULM Texas 96664,914599127,May 30 2013
Freeman,Silvia,Neblett,829384497,August 29 1954,0 Highway 60 WALLIS Texas 73731,115722600,March 31 2004
Ona,Freida,Noblitt,750179804,June 21 1962,924 South Oak Street BELLVILLE Texas 20687,648295522,July 1 1996
Antonia,Elenore,Maggio,502089481,August 15 1981,0 Long Bow Road SEALY Texas 10241,434144557,January 13 2000
